dataset,station,component,configuration,template,r,snr_db,snr_lin
ingv,ECPN,vec,sim4,template4,0.2617,2.199,1.2881
ingv,ECPN,vec,sim4,template4,0.2645,-1.227,0.8683
ingv,ECPN,vec,sim4,template4,0.2616,0.537,1.0637
ingv,ECPN,vec,sim4,template4,0.2599,0.308,1.0361
ingv,ECPN,vec,sim4,template4,0.3088,-0.566,0.9369
ingv,ECPN,vec,sim4,template4,0.2597,-0.291,0.9671
ingv,ECPN,vec,sim4,template4,0.2813,-1.543,0.8372
ingv,ECPN,vec,sim4,template4,0.2958,-0.284,0.9679
ingv,ECPN,vec,sim4,template4,0.262,0.415,1.049
ingv,ECPN,vec,sim4,template4,0.267,-0.324,0.9634
ingv,ECPN,vec,sim4,template4,0.3079,-0.307,0.9653
ingv,ECPN,vec,sim4,template4,0.2965,-0.486,0.9456
ingv,ECPN,vec,sim4,template4,0.2951,0.556,1.0662
ingv,ECPN,vec,sim4,template4,0.2757,1.641,1.2079
ingv,ECPN,vec,sim4,template4,0.3115,-2.415,0.7573
ingv,ECPN,vec,sim4,template4,0.2704,-0.618,0.9313
ingv,ECPN,vec,sim4,template4,0.2604,-0.14,0.984
ingv,ECPN,vec,sim4,template4,0.2857,0.495,1.0587
ingv,ECPN,vec,sim4,template4,0.2732,0.004,1.0005
ingv,ECPN,vec,sim4,template4,0.264,0.87,1.1053
ingv,ECPN,vec,sim4,template4,0.2843,1.681,1.2136
ingv,ECPN,vec,sim4,template4,0.3704,1.372,1.1711
ingv,ECPN,vec,sim4,template4,0.2985,1.395,1.1743
ingv,ECPN,vec,sim4,template4,0.2619,1.114,1.1368
ingv,ECPN,vec,sim4,template4,0.2788,-0.193,0.978
ingv,ECPN,vec,sim4,template4,0.3103,0.538,1.0639
ingv,ECPN,vec,sim4,template4,0.2771,-0.85,0.9068
ingv,ECPN,vec,sim4,template4,0.3111,0.395,1.0466
ingv,ECPN,vec,sim4,template4,0.2934,-1.042,0.8869
ingv,ECPN,vec,sim4,template4,0.2935,0.075,1.0087
ingv,ECPN,vec,sim4,template4,0.2676,-1.04,0.8872
ingv,ECPN,vec,sim4,template4,0.2645,0.329,1.0386
ingv,ECPN,vec,sim4,template4,0.2965,-1.256,0.8653
ingv,ECPN,vec,sim4,template4,0.2748,1.107,1.1359
ingv,ECPN,vec,sim4,template4,0.289,0.224,1.0262
ingv,ECPN,vec,sim4,template4,0.2607,0.236,1.0276
ingv,ECPN,vec,sim4,template4,0.2946,-0.205,0.9767
ingv,ECPN,vec,sim4,template4,0.2802,-0.403,0.9546
ingv,ECPN,vec,sim4,template4,0.2866,-0.228,0.9741
ingv,ECPN,vec,sim4,template4,0.2612,-0.476,0.9467
ingv,ECPN,vec,sim4,template4,0.2928,-0.624,0.9307
ingv,ECPN,vec,sim4,template4,0.2699,3.407,1.4802
ingv,EEC1,dir,sim1,template1,0.4367,0.35,1.0411
ingv,EEC1,dir,sim1,template1,0.4483,-2.42,0.7568
ingv,EEC1,dir,sim1,template1,0.4516,4.97,1.7721
ingv,EEC1,dir,sim1,template1,0.4365,3.57,1.5083
ingv,EEC1,dir,sim1,template1,0.4551,3.763,1.5423
ingv,EEC1,dir,sim1,template1,0.4671,1.452,1.182
ingv,EEC1,dir,sim1,template1,0.4518,1.494,1.1877
ingv,EEC1,dir,sim1,template1,0.4331,0.325,1.0381
ingv,EEC1,dir,sim1,template1,0.4343,0.123,1.0143
ingv,EEC1,dir,sim1,template1,0.4434,-0.406,0.9543
ingv,EEC1,dir,sim1,template1,0.4992,3.674,1.5264
ingv,EEC1,dir,sim1,template1,0.468,0.903,1.1096
ingv,EEC1,dir,sim1,template1,0.4426,-1.719,0.8204
ingv,EEC1,dir,sim1,template1,0.442,0.133,1.0154
ingv,EEC1,dir,sim1,template1,0.459,0.645,1.0771
ingv,EEC1,dir,sim1,template1,0.4763,-1.383,0.8528
ingv,EEC1,dir,sim1,template1,0.4369,-0.031,0.9964
ingv,EEC1,dir,sim1,template1,0.4735,-1.578,0.8339
ingv,EEC1,dir,sim1,template1,0.4318,0.625,1.0746
ingv,EEC1,dir,sim1,template1,0.4387,-2.588,0.7424
ingv,EEC1,dir,sim1,template1,0.4538,-1.382,0.8529
ingv,EEC1,dir,sim1,template1,0.4947,-1.104,0.8806
ingv,EEC1,dir,sim1,template1,0.4623,8.237,2.5814
ingv,EEC1,dir,sim1,template1,0.445,-6.219,0.4887
ingv,EEC1,dir,sim1,template1,0.4498,7.584,2.3944
ingv,EEC1,dir,sim1,template1,0.4751,-9.349,0.3408
ingv,EEC1,dir,sim1,template1,0.4331,-2.917,0.7148
ingv,EEC1,dir,sim1,template1,0.4339,1.46,1.183
ingv,EEC1,dir,sim1,template1,0.4361,8.225,2.5779
ingv,EEC1,dir,sim1,template1,0.4532,-1.341,0.857
ingv,EEC1,dir,sim1,template1,0.4494,-1.425,0.8487
ingv,EEC1,dir,sim1,template1,0.4612,6.105,2.0195
ingv,EEC1,dir,sim1,template1,0.5113,5.599,1.9052
ingv,EEC1,dir,sim1,template1,0.4987,0.599,1.0714
ingv,EEC1,dir,sim1,template1,0.4957,-3.227,0.6896
ingv,EEC1,dir,sim1,template1,0.4417,0.068,1.0079
ingv,EEC1,dir,sim1,template1,0.4353,1.373,1.1712
ingv,EEC1,dir,sim1,template1,0.433,-0.03,0.9965
ingv,EEC1,dir,sim1,template1,0.4525,-1.175,0.8735
ingv,EEC1,dir,sim1,template1,0.45,1.294,1.1607
ingv,EEC1,dir,sim1,template1,0.4406,1.69,1.2148
ingv,EEC1,dir,sim1,template1,0.434,-2.658,0.7363
ingv,EEC1,dir,sim1,template1,0.4637,-1.251,0.8658
ingv,EEC1,dir,sim1,template1,0.443,0.882,1.1069
ingv,EEC1,dir,sim1,template1,0.4778,-0.218,0.9752
ingv,EEC1,dir,sim1,template1,0.4452,-0.578,0.9357
ingv,EEC1,dir,sim1,template1,0.4583,0.604,1.072
ingv,EEC1,dir,sim1,template1,0.4369,0.953,1.116
ingv,EEC1,dir,sim1,template1,0.4649,2.652,1.3571
ingv,EEC1,dir,sim1,template1,0.4677,0.562,1.0669
ingv,EEC1,dir,sim1,template2,0.4671,1.377,1.1718
ingv,EEC1,dir,sim1,template2,0.5708,-0.838,0.9081
ingv,EEC1,dir,sim1,template2,0.4646,0.241,1.0282
ingv,EEC1,dir,sim1,template2,0.5099,-0.668,0.9259
ingv,EEC1,dir,sim1,template2,0.4772,0.728,1.0874
ingv,EEC1,dir,sim1,template2,0.472,-0.146,0.9833
ingv,EEC1,dir,sim1,template2,0.481,-2.344,0.7635
ingv,EEC1,dir,sim1,template2,0.5146,1.309,1.1626
ingv,EEC1,dir,sim1,template2,0.4833,0.788,1.0949
ingv,EEC1,dir,sim1,template2,0.5433,0.053,1.0061
ingv,EEC1,dir,sim1,template2,0.4766,-0.534,0.9403
ingv,EEC1,dir,sim1,template2,0.5382,3.763,1.5422
ingv,EEC1,dir,sim1,template2,0.4679,4.516,1.6819
ingv,EEC1,dir,sim1,template2,0.4708,-4.965,0.5646
ingv,EEC1,dir,sim1,template2,0.4728,0.724,1.087
ingv,EEC1,dir,sim1,template2,0.4598,-2.019,0.7926
ingv,EEC1,dir,sim1,template2,0.4678,1.268,1.1571
ingv,EEC1,dir,sim1,template2,0.469,2.693,1.3635
ingv,EEC1,dir,sim1,template2,0.4765,2.94,1.4028
ingv,EEC1,dir,sim1,template2,0.4719,1.565,1.1974
ingv,EEC1,dir,sim1,template2,0.4993,0.216,1.0252
ingv,EEC1,dir,sim1,template2,0.4757,1.48,1.1857
ingv,EEC1,dir,sim1,template2,0.4975,-2.146,0.7811
ingv,EEC1,dir,sim1,template2,0.4754,3.472,1.4914
ingv,EEC1,dir,sim1,template2,0.4997,-0.255,0.9711
ingv,EEC1,dir,sim1,template2,0.472,-1.86,0.8073
ingv,EEC1,dir,sim1,template2,0.4957,-3.059,0.7032
ingv,EEC1,dir,sim1,template2,0.4616,1.89,1.2431
ingv,EEC1,dir,sim1,template2,0.4598,4.256,1.6323
ingv,EEC1,dir,sim1,template2,0.4592,-0.04,0.9954
ingv,EEC1,dir,sim1,template2,0.4722,-0.226,0.9743
ingv,EEC1,dir,sim1,template2,0.4706,-0.707,0.9218
ingv,EEC1,dir,sim1,template2,0.4938,-2.042,0.7905
ingv,EEC1,dir,sim1,template2,0.4647,2.329,1.3075
ingv,EEC1,dir,sim1,template2,0.4593,-0.187,0.9787
ingv,EEC1,dir,sim1,template2,0.4851,-2.711,0.7319
ingv,EEC1,dir,sim1,template2,0.4759,1.187,1.1464
ingv,EEC1,dir,sim1,template2,0.4791,-0.108,0.9876
ingv,EEC1,dir,sim1,template2,0.476,-1.034,0.8877
ingv,EEC1,dir,sim1,template2,0.4824,0.162,1.0189
ingv,EEC1,dir,sim1,template2,0.4913,-0.771,0.915
ingv,EEC1,dir,sim1,template2,0.4779,0.48,1.0568
ingv,EEC1,dir,sim1,template3,0.5032,-1.557,0.8359
ingv,EEC1,dir,sim1,template3,0.5225,-1.698,0.8224
ingv,EEC1,dir,sim1,template3,0.5084,-1.575,0.8342
ingv,EEC1,dir,sim1,template3,0.4907,-2.502,0.7497
ingv,EEC1,dir,sim1,template3,0.533,0.057,1.0066
ingv,EEC1,dir,sim1,template3,0.5446,1.497,1.1881
ingv,EEC1,dir,sim1,template3,0.5218,-0.336,0.962
ingv,EEC1,dir,sim1,template3,0.4917,-0.044,0.9949
ingv,EEC1,dir,sim1,template3,0.4881,5.183,1.8162
ingv,EEC1,dir,sim1,template3,0.5057,-0.072,0.9917
ingv,EEC1,dir,sim1,template3,0.484,-1.264,0.8645
ingv,EEC1,dir,sim1,template3,0.5008,-2.425,0.7564
ingv,EEC1,dir,sim1,template3,0.5046,0.511,1.0606
ingv,EEC1,dir,sim1,template3,0.5152,-0.022,0.9975
ingv,EEC1,dir,sim1,template3,0.4951,0.428,1.0505
ingv,EEC1,dir,sim1,template3,0.5032,-0.659,0.9269
ingv,EEC1,dir,sim1,template3,0.4963,0.673,1.0806
ingv,EEC1,dir,sim1,template3,0.588,-1.539,0.8377
ingv,EEC1,dir,sim1,template3,0.4841,-0.633,0.9298
ingv,EEC1,dir,sim1,template3,0.4924,1.771,1.2262
ingv,EEC1,dir,sim1,template3,0.4915,0.413,1.0487
ingv,EEC1,dir,sim1,template3,0.5141,2.882,1.3934
ingv,EEC1,dir,sim1,template3,0.514,0.475,1.0562
ingv,EEC1,dir,sim1,template3,0.4942,0.416,1.0491
ingv,EEC1,dir,sim1,template3,0.5011,2.227,1.2923
ingv,EEC1,dir,sim1,template3,0.533,1.574,1.1987
ingv,EEC1,dir,sim1,template3,0.4913,-0.846,0.9072
ingv,EEC1,dir,sim1,template3,0.4869,-2.444,0.7547
ingv,EEC1,dir,sim1,template3,0.4955,0.203,1.0237
ingv,EEC1,dir,sim1,template3,0.516,-3.95,0.6346
ingv,EEC1,dir,sim1,template3,0.542,2.908,1.3977
ingv,EEC1,dir,sim1,template3,0.4854,-0.226,0.9743
ingv,EEC1,dir,sim1,template3,0.4851,-1.393,0.8519
ingv,EEC1,dir,sim1,template3,0.4863,-0.13,0.9852
ingv,EEC1,dir,sim1,template3,0.4929,2.171,1.2839
ingv,EEC1,dir,sim1,template3,0.5229,1.759,1.2245
ingv,EEC1,dir,sim1,template3,0.5005,2.215,1.2905
ingv,EEC1,dir,sim1,template3,0.4838,-0.503,0.9437
ingv,EEC1,dir,sim1,template3,0.4852,1.046,1.128
ingv,EEC1,dir,sim1,template3,0.4974,1.274,1.158
ingv,EEC1,dir,sim1,template3,0.4851,0.206,1.024
ingv,EEC1,dir,sim1,template4,0.2817,0.796,1.096
ingv,EEC1,dir,sim1,template4,0.3112,0.087,1.0101
ingv,EEC1,dir,sim1,template4,0.3859,3.268,1.4568
ingv,EEC1,dir,sim1,template4,0.2817,-0.416,0.9532
ingv,EEC1,dir,sim1,template4,0.2934,1.49,1.1871
ingv,EEC1,dir,sim1,template4,0.3624,2.924,1.4002
ingv,EEC1,dir,sim1,template4,0.3222,2.895,1.3956
ingv,EEC1,dir,sim1,template4,0.2897,8.424,2.6376
ingv,EEC1,dir,sim1,template4,0.2767,1.567,1.1978
ingv,EEC1,dir,sim1,template4,0.3038,0.59,1.0703
ingv,EEC1,dir,sim1,template4,0.2789,5.044,1.7872
ingv,EEC1,dir,sim1,template4,0.2735,0.187,1.0218
ingv,EEC1,dir,sim1,template4,0.2737,-1.394,0.8517
ingv,EEC1,dir,sim1,template4,0.3188,-1.699,0.8223
ingv,EEC1,dir,sim1,template4,0.2814,1.611,1.2038
ingv,EEC1,dir,sim1,template4,0.2792,1.98,1.256
ingv,EEC1,dir,sim1,template4,0.3257,-1.787,0.814
ingv,EEC1,dir,sim1,template4,0.2814,-1.556,0.836
ingv,EEC1,dir,sim1,template4,0.2735,0.763,1.0918
ingv,EEC1,dir,sim1,template4,0.3174,0.287,1.0336
ingv,EEC1,dir,sim1,template4,0.2866,1.875,1.241
ingv,EEC1,dir,sim1,template4,0.3086,1.023,1.125
ingv,EEC1,dir,sim1,template4,0.2872,-0.263,0.9702
ingv,EEC1,dir,sim1,template4,0.319,1.106,1.1358
ingv,EEC1,dir,sim1,template4,0.2748,4.498,1.6784
ingv,EEC1,dir,sim1,template4,0.3129,3.211,1.4473
ingv,EEC1,dir,sim1,template4,0.2952,-0.342,0.9614
ingv,EEC1,dir,sim1,template4,0.2874,1.98,1.256
ingv,EEC1,dir,sim1,template4,0.3052,-2.364,0.7618
ingv,EEC1,dir,sim1,template4,0.3392,3.966,1.5787
ingv,EEC1,dir,sim1,template4,0.2746,7.228,2.2983
ingv,EEC1,dir,sim1,template4,0.2995,6.601,2.1382
ingv,EEC1,dir,sim1,template4,0.2862,3.278,1.4585
ingv,EEC1,dir,sim1,template4,0.2895,1.069,1.1309
ingv,EEC1,dir,sim1,template4,0.3245,0.723,1.0869
ingv,EEC1,dir,sim1,template4,0.2864,3.168,1.4402
ingv,EEC1,dir,sim1,template4,0.3149,-2.138,0.7818
ingv,EEC1,dir,sim1,template4,0.2741,1.999,1.2588
ingv,EEC1,dir,sim1,template4,0.3189,1.078,1.1321
ingv,EEC1,dir,sim1,template4,0.3229,-1.28,0.8629
ingv,EEC1,dir,sim1,template4,0.2825,-0.523,0.9415
ingv,EEC1,dir,sim1,template4,0.28,-0.642,0.9288
ingv,EEC1,dir,sim1,template4,0.2844,0.246,1.0288
ingv,EEC1,dir,sim1,template4,0.2829,-1.389,0.8522
ingv,EEC1,dir,sim1,template4,0.2745,1.422,1.1779
ingv,EEC1,dir,sim2,template1,0.5072,-1.392,0.8519
ingv,EEC1,dir,sim2,template1,0.4985,-0.27,0.9694
ingv,EEC1,dir,sim2,template1,0.628,-2.496,0.7502
ingv,EEC1,dir,sim2,template1,0.5235,9.578,3.0124
ingv,EEC1,dir,sim2,template1,0.4906,0.619,1.0738
ingv,EEC1,dir,sim2,template1,0.5393,0.028,1.0033
ingv,EEC1,dir,sim2,template1,0.5174,1.902,1.2448
ingv,EEC1,dir,sim2,template1,0.6384,2.988,1.4106
ingv,EEC1,dir,sim2,template1,0.4959,1.902,1.2448
ingv,EEC1,dir,sim2,template1,0.5188,-0.694,0.9232
ingv,EEC1,dir,sim2,template1,0.4977,2.034,1.2638
ingv,EEC1,dir,sim2,template1,0.5101,1.025,1.1252
ingv,EEC1,dir,sim2,template1,0.5734,3.823,1.553
ingv,EEC1,dir,sim2,template1,0.5616,0.661,1.0791
ingv,EEC1,dir,sim2,template1,0.5176,-1.348,0.8562
ingv,EEC1,dir,sim2,template1,0.6211,5.572,1.8992
ingv,EEC1,dir,sim2,template1,0.5906,10.539,3.3647
ingv,EEC1,dir,sim2,template1,0.5598,0.944,1.1148
ingv,EEC1,dir,sim2,template1,0.5539,-0.97,0.8943
ingv,EEC1,dir,sim2,template1,0.6131,5.689,1.925
ingv,EEC1,dir,sim2,template1,0.5019,0.337,1.0396
ingv,EEC1,dir,sim2,template1,0.5128,-0.183,0.9792
ingv,EEC1,dir,sim2,template1,0.5385,5.546,1.8936
ingv,EEC1,dir,sim2,template1,0.5223,-2.083,0.7868
ingv,EEC1,dir,sim2,template1,0.525,-0.342,0.9614
ingv,EEC1,dir,sim2,template1,0.69,-8.018,0.3973
ingv,EEC1,dir,sim2,template1,0.5895,9.828,3.1003
ingv,EEC1,dir,sim2,template1,0.5278,-4.17,0.6187
ingv,EEC1,dir,sim2,template1,0.5584,-2.487,0.751
ingv,EEC1,dir,sim2,template1,0.5553,7.387,2.3407
ingv,EEC1,dir,sim2,template1,0.5678,1.472,1.1847
ingv,EEC1,dir,sim2,template1,0.6306,7.389,2.3413
ingv,EEC1,dir,sim2,template1,0.5221,1.885,1.2423
ingv,EEC1,dir,sim2,template1,0.5464,1.872,1.2406
ingv,EEC1,dir,sim2,template1,0.5102,6.58,2.1331
ingv,EEC1,dir,sim2,template1,0.5506,0.174,1.0202
ingv,EEC1,dir,sim2,template1,0.5238,4.524,1.6835
ingv,EEC1,dir,sim2,template1,0.5929,9.414,2.9559
ingv,EEC1,dir,sim2,template1,0.4966,0.983,1.1198
ingv,EEC1,dir,sim2,template1,0.5122,4.898,1.7575
ingv,EEC1,dir,sim2,template1,0.5732,0.752,1.0905
ingv,EEC1,dir,sim2,template1,0.6012,2.464,1.328
ingv,EEC1,dir,sim2,template1,0.5865,8.719,2.7285
ingv,EEC1,dir,sim2,template1,0.5768,15.004,5.6262
ingv,EEC1,dir,sim2,template1,0.5189,5.814,1.953
ingv,EEC1,dir,sim2,template1,0.5298,0.447,1.0528
ingv,EEC1,dir,sim2,template1,0.6141,0.882,1.1069
ingv,EEC1,dir,sim2,template1,0.5237,4.278,1.6365
ingv,EEC1,dir,sim2,template1,0.52,-2.226,0.7739
ingv,EEC1,dir,sim2,template1,0.4995,0.647,1.0774
ingv,EEC1,dir,sim2,template1,0.5557,7.844,2.4672
ingv,EEC1,dir,sim2,template1,0.5881,2.227,1.2922
ingv,EEC1,dir,sim2,template1,0.6587,-0.195,0.9778
ingv,EEC1,dir,sim2,template1,0.6355,7.923,2.4896
ingv,EEC1,dir,sim2,template1,0.6316,11.655,3.8262
ingv,EEC1,dir,sim2,template1,0.5152,1.952,1.252
ingv,EEC1,dir,sim2,template1,0.5885,3.577,1.5096
ingv,EEC1,dir,sim2,template1,0.5409,4.021,1.5888
ingv,EEC1,dir,sim2,template1,0.6356,15.698,6.0938
ingv,EEC1,dir,sim2,template1,0.553,7.222,2.2966
ingv,EEC1,dir,sim2,template1,0.5656,4.216,1.6247
ingv,EEC1,dir,sim2,template1,0.4925,0.917,1.1113
ingv,EEC1,dir,sim2,template1,0.6231,-6.457,0.4755
ingv,EEC1,dir,sim2,template1,0.5984,13.363,4.6575
ingv,EEC1,dir,sim2,template1,0.5155,0.327,1.0383
ingv,EEC1,dir,sim2,template1,0.5574,-1.43,0.8482
ingv,EEC1,dir,sim2,template1,0.4961,9.44,2.9649
ingv,EEC1,dir,sim2,template1,0.5798,3.154,1.4378
ingv,EEC1,dir,sim2,template1,0.4905,-3.044,0.7044
ingv,EEC1,dir,sim2,template1,0.5477,10.116,3.2047
ingv,EEC1,dir,sim2,template1,0.5926,-1.431,0.8481
ingv,EEC1,dir,sim2,template1,0.6002,5.006,1.7795
ingv,EEC1,dir,sim2,template1,0.5201,0.407,1.048
ingv,EEC1,dir,sim2,template1,0.5336,7.018,2.2435
ingv,EEC1,dir,sim2,template1,0.5088,0.231,1.027
ingv,EEC1,dir,sim2,template1,0.522,1.216,1.1503
ingv,EEC1,dir,sim2,template1,0.4992,0.08,1.0092
ingv,EEC1,dir,sim2,template1,0.5994,-6.23,0.4881
ingv,EEC1,dir,sim2,template1,0.5885,11.692,3.8425
ingv,EEC1,dir,sim2,template1,0.5457,-0.518,0.9421
ingv,EEC1,dir,sim2,template1,0.531,-0.383,0.9569
ingv,EEC1,dir,sim2,template2,0.4933,-0.793,0.9127
ingv,EEC1,dir,sim2,template2,0.4944,2.657,1.3578
ingv,EEC1,dir,sim2,template2,0.5094,-0.42,0.9527
ingv,EEC1,dir,sim2,template2,0.4977,1.463,1.1835
ingv,EEC1,dir,sim2,template2,0.5139,-3.561,0.6637
ingv,EEC1,dir,sim2,template2,0.4965,3.699,1.5309
ingv,EEC1,dir,sim2,template2,0.5633,2.673,1.3603
ingv,EEC1,dir,sim2,template2,0.5187,6.04,2.0045
ingv,EEC1,dir,sim2,template2,0.5194,4.978,1.7739
ingv,EEC1,dir,sim2,template2,0.5003,-1.483,0.8431
ingv,EEC1,dir,sim2,template2,0.5061,-1.177,0.8733
ingv,EEC1,dir,sim2,template2,0.5102,-0.791,0.9129
ingv,EEC1,dir,sim2,template2,0.5595,0.272,1.0318
ingv,EEC1,dir,sim2,template2,0.5492,-1.345,0.8566
ingv,EEC1,dir,sim2,template2,0.4936,3.821,1.5527
ingv,EEC1,dir,sim2,template2,0.495,-0.449,0.9496
ingv,EEC1,dir,sim2,template3,0.5245,0.339,1.0399
ingv,EEC1,dir,sim2,template3,0.5373,1.229,1.152
ingv,EEC1,dir,sim2,template3,0.4955,2.575,1.3451
ingv,EEC1,dir,sim2,template3,0.5185,1.625,1.2057
ingv,EEC1,dir,sim2,template3,0.5052,4.629,1.704
ingv,EEC1,dir,sim2,template3,0.4721,-0.467,0.9476
ingv,EEC1,dir,sim2,template3,0.5218,1.277,1.1583
ingv,EEC1,dir,sim2,template3,0.4885,-3.394,0.6765
ingv,EEC1,dir,sim2,template3,0.4836,1.594,1.2015
ingv,EEC1,dir,sim2,template3,0.5218,1.963,1.2536
ingv,EEC1,dir,sim2,template3,0.4899,10.49,3.346
ingv,EEC1,dir,sim2,template3,0.4722,-2.862,0.7193
ingv,EEC1,dir,sim2,template3,0.5136,1.399,1.1748
ingv,EEC1,dir,sim2,template3,0.4973,-0.359,0.9596
ingv,EEC1,dir,sim2,template3,0.4738,-1.217,0.8692
ingv,EEC1,dir,sim2,template4,0.2865,0.107,1.0124
ingv,EEC1,dir,sim2,template4,0.291,1.366,1.1702
ingv,EEC1,dir,sim2,template4,0.3113,-1.269,0.8641
ingv,EEC1,dir,sim2,template4,0.2862,0.418,1.0493
ingv,EEC1,dir,sim2,template4,0.2983,1.295,1.1608
ingv,EEC1,dir,sim2,template4,0.281,-0.321,0.9637
ingv,EEC1,dir,sim2,template4,0.2953,-3.118,0.6984
ingv,EEC1,dir,sim2,template4,0.3183,-0.327,0.9631
ingv,EEC1,dir,sim2,template4,0.2808,5.416,1.8655
ingv,EEC1,dir,sim2,template4,0.2992,1.277,1.1584
ingv,EEC1,dir,sim2,template4,0.2883,-0.968,0.8945
ingv,EEC1,dir,sim2,template4,0.2862,0.857,1.1037
ingv,EEC1,dir,sim2,template4,0.2848,0.011,1.0012
ingv,EEC1,dir,sim2,template4,0.2837,-0.92,0.8995
ingv,EEC1,dir,sim2,template4,0.2932,1.24,1.1535
ingv,EEC1,dir,sim2,template4,0.2884,2.89,1.3948
ingv,EEC1,dir,sim2,template4,0.2797,-9.615,0.3306
ingv,EEC1,dir,sim2,template4,0.2846,8.316,2.605
ingv,EEC1,dir,sim2,template4,0.3006,-0.393,0.9557
ingv,EEC1,dir,sim2,template4,0.3183,-0.221,0.9749
ingv,EEC1,dir,sim2,template4,0.2889,4.72,1.7219
ingv,EEC1,dir,sim2,template4,0.3043,-7.307,0.4312
ingv,EEC1,dir,sim2,template4,0.2869,-1.257,0.8652
ingv,EEC1,dir,sim2,template4,0.2821,-0.436,0.9511
ingv,EEC1,dir,sim2,template4,0.3159,-0.101,0.9884
ingv,EEC1,dir,sim2,template4,0.2816,2.106,1.2744
ingv,EEC1,dir,sim2,template4,0.3334,-1.645,0.8275
ingv,EEC1,dir,sim2,template4,0.2808,2.941,1.403
ingv,EEC1,dir,sim2,template4,0.291,1.322,1.1643
ingv,EEC1,dir,sim2,template4,0.2914,0.779,1.0938
ingv,EEC1,dir,sim2,template4,0.3432,-1.016,0.8896
ingv,EEC1,dir,sim2,template4,0.3224,-0.064,0.9927
ingv,EEC1,dir,sim2,template4,0.2799,0.531,1.0631
ingv,EEC1,dir,sim2,template4,0.2869,1.705,1.2169
ingv,EEC1,dir,sim2,template4,0.2795,2.612,1.3508
ingv,EEC1,dir,sim2,template4,0.2813,0.827,1.0999
ingv,EEC1,dir,sim2,template4,0.3038,-2.221,0.7744
ingv,EEC1,dir,sim2,template4,0.2793,2.337,1.3087
ingv,EEC1,dir,sim2,template4,0.3051,2.133,1.2784
ingv,EEC1,dir,sim2,template4,0.3144,0.688,1.0824
ingv,EEC1,dir,sim2,template4,0.2941,2.229,1.2925
ingv,EEC1,dir,sim2,template4,0.2811,2.628,1.3533
ingv,EEC1,dir,sim2,template4,0.3234,0.096,1.0111
ingv,EEC1,dir,sim2,template4,0.3487,-1.647,0.8273
ingv,EEC1,dir,sim2,template4,0.2933,1.127,1.1386
ingv,EEC1,dir,sim2,template4,0.2998,-0.487,0.9455
ingv,EEC1,dir,sim2,template4,0.3042,0.577,1.0687
ingv,EEC1,dir,sim2,template4,0.2808,-0.645,0.9284
ingv,EEC1,dir,sim2,template4,0.3691,0.641,1.0766
ingv,EEC1,dir,sim2,template4,0.2848,-1.907,0.8029
ingv,EEC1,dir,sim2,template4,0.2925,-1.147,0.8763
ingv,EEC1,dir,sim2,template4,0.2811,2.379,1.3151
ingv,EEC1,dir,sim3,template1,0.5596,-1.045,0.8866
ingv,EEC1,dir,sim3,template1,0.5085,-2.291,0.7681
ingv,EEC1,dir,sim3,template1,0.5653,-2.736,0.7298
ingv,EEC1,dir,sim3,template1,0.5111,0.277,1.0324
ingv,EEC1,dir,sim3,template1,0.5076,-0.94,0.8974
ingv,EEC1,dir,sim3,template1,0.5771,6.137,2.027
ingv,EEC1,dir,sim3,template1,0.5051,-1.148,0.8762
ingv,EEC1,dir,sim3,template1,0.505,1.153,1.1419
ingv,EEC1,dir,sim3,template1,0.5045,10.523,3.3584
ingv,EEC1,dir,sim3,template1,0.567,1.015,1.124
ingv,EEC1,dir,sim3,template1,0.6051,-1.522,0.8393
ingv,EEC1,dir,sim3,template1,0.557,1.638,1.2075
ingv,EEC1,dir,sim3,template1,0.5892,7.457,2.3596
ingv,EEC1,dir,sim3,template1,0.5132,-0.754,0.9169
ingv,EEC1,dir,sim3,template1,0.5441,-0.185,0.9789
ingv,EEC1,dir,sim3,template1,0.5023,1.136,1.1397
ingv,EEC1,dir,sim3,template1,0.5008,5.547,1.8938
ingv,EEC1,dir,sim3,template1,0.5097,-0.218,0.9752
ingv,EEC1,dir,sim3,template1,0.5223,0.747,1.0898
ingv,EEC1,dir,sim3,template1,0.5067,1.202,1.1484
ingv,EEC1,dir,sim3,template1,0.4981,9.837,3.1034
ingv,EEC1,dir,sim3,template1,0.5623,-2.541,0.7463
ingv,EEC1,dir,sim3,template1,0.5868,4.514,1.6815
ingv,EEC1,dir,sim3,template1,0.5028,9.312,2.9216
ingv,EEC1,dir,sim3,template1,0.5248,0.907,1.1101
ingv,EEC1,dir,sim3,template1,0.5397,8.668,2.7127
ingv,EEC1,dir,sim3,template1,0.5003,5.813,1.9527
ingv,EEC1,dir,sim3,template1,0.514,2.152,1.2811
ingv,EEC1,dir,sim3,template1,0.5607,0.424,1.05
ingv,EEC1,dir,sim3,template1,0.5247,7.875,2.4759
ingv,EEC1,dir,sim3,template1,0.5227,5.862,1.9639
ingv,EEC1,dir,sim3,template1,0.5227,2.81,1.3819
ingv,EEC1,dir,sim3,template1,0.5128,3.961,1.5777
ingv,EEC1,dir,sim3,template1,0.4981,15.514,5.9663
ingv,EEC1,dir,sim3,template1,0.5166,4.161,1.6146
ingv,EEC1,dir,sim3,template1,0.4986,4.075,1.5987
