dataset,station,component,method,peak_time,score,significant,snr,kurt,econc,leakage,vetoed,ulp_score,ulp_pass
ingv,ECPN,mag,stack,2023-01-14 18:46:24,0.371,False,2.2272752889838716,0.1484679226300245,0.051694209041256094,2.0628076048854993,False,-0.656566307942733,False
ingv,EEC1,dir,max,2023-01-31 14:09:25,0.522,False,1.335824689935967,-0.2168736492724026,0.24064982569089133,1.2460153927488677,False,-0.6638443799795045,False
ingv,ECPN,mag,stack,2022-12-08 18:46:09,0.3666,False,1.8244187265222815,-0.43522207661561785,0.08581172140561849,1.8509511633922697,False,-0.6682026953328346,False
ingv,EEC1,dir,stack,2022-11-17 19:00:07,0.3358,False,2.516496323776815,-0.7214496180245948,0.18158006784452002,1.5122343292201008,False,-0.6705156872396612,False
ingv,EEC1,dir,stack,2023-01-22 10:25:31,0.3309,False,2.152376749689061,-0.1345510592653083,0.23111163971799598,0.568210284186043,False,-0.6716745621867617,True
experiment,ECOR,dir,max,2023-07-31 10:29:20,0.6476,True,1.7985198518636443,-0.6451725129870449,0.2538715314077434,2.468038056019345,False,-0.676462674080953,False
ingv,EEC1,dir,stack,2022-12-27 04:56:33,0.369,True,2.095927891250853,1.1205672228244863,0.04309462685944486,1.52986650578952,False,-0.6799156332097078,False
experiment,EC1,dir,stack,2023-07-27 18:00:52,0.3333,False,1.3417571680046,-1.0120682397705694,0.22189454868701328,0.6384810504777053,False,-0.6891568338914038,True
ingv,ECPN,mag,stack,2022-12-30 09:30:35,0.3876,True,1.4839122462549599,-0.754259764820389,0.15137865788455204,1.469314502721761,False,-0.6938020368676325,False
ingv,EEC1,dir,stack,2023-01-28 21:58:03,0.3402,False,1.295946659624457,-0.3184878789684906,0.14723187956472059,0.8525478237454736,False,-0.6973102583234019,True
ingv,ECPN,mag,stack,2023-01-15 15:48:31,0.4012,True,1.7805784264043216,-0.5408617299138077,0.12623252035766544,1.8201842645762751,False,-0.7022289021173744,False
ingv,ECPN,mag,stack,2022-12-31 09:06:55,0.3838,True,2.980863569468551,0.8179622433195055,0.16113198628366296,1.4567371089901218,False,-0.7047971463118287,False
experiment,ECOR,mag,stack,2023-08-02 07:01:18,0.3663,False,2.592602568985366,-0.5132651897204936,0.07849736402511232,2.4473116694431822,False,-0.7061737163025562,False
ingv,ECPN,dir,stack,2023-02-04 19:39:02,0.3885,False,2.1545132291048135,-0.30720307171144956,0.1813897411542304,1.4354451790214424,False,-0.7135398255882031,False
ingv,EEC1,mag,max,2022-11-16 20:19:51,0.535,False,2.5805692763019437,0.23651688499408374,0.10808443183839209,2.893060645092481,False,-0.7164713211297289,False
ingv,ECPN,mag,stack,2023-02-03 16:28:32,0.3632,False,1.7141662602597152,-0.14183755403814802,0.08871658370942898,1.6250375944962308,False,-0.7258344757861476,False
ingv,EEC1,mag,max,2023-01-23 21:30:30,0.5259,False,3.5213798250969712,4.019675757383784,0.06439269652999947,1.721499271971042,False,-0.7269928828795691,False
ingv,ECPN,mag,stack,2023-02-12 03:25:10,0.3897,True,1.612949645657615,-0.9123098814859527,0.06496990382941766,2.336127099883798,False,-0.7416344456205132,False
ingv,ECPN,mag,stack,2023-01-12 01:38:25,0.3946,True,1.7632275676961375,0.4150706265817279,0.045237134088394935,1.8994452564317017,False,-0.7457551246571769,False
ingv,ECPN,mag,stack,2022-12-07 10:24:39,0.3635,False,1.9311077465726334,-0.20319860743276896,0.0727504781638149,1.9330350886272702,False,-0.7511583163818496,False
ingv,EEC1,dir,stack,2022-12-04 13:59:47,0.3489,True,2.3383901055114777,0.3351611357074322,0.09045193390910057,1.6721717847576716,False,-0.7567346087364705,False
ingv,EEC1,mag,stack,2022-12-15 10:48:42,0.37,True,3.963666828425547,2.875079872076639,0.14231012404351806,1.0532692115922748,False,-0.7603197274250734,False
