dataset,station,component,method,peak_time,score,significant,snr,kurt,econc,leakage,vetoed,ulp_score,ulp_pass
ingv,EEC1,mag,stack,2023-01-11 23:24:38,0.3335,True,2.3550764906206623,0.3818425825385696,0.07953725449471873,0.530937591945857,False,0.7442206690705474,True
ingv,EEC1,mag,max,2022-12-30 02:35:52,0.5118,False,1.7663861851329699,0.30080470422963934,0.10111759560279171,1.1536550377021184,False,0.7316897607088763,False
ingv,ECPN,mag,stack,2022-12-31 11:08:55,0.4451,True,1.5432355315024173,-0.5583989052924729,0.1248486313079033,0.8994230671981804,False,0.7230173543696417,True
ingv,EEC1,mag,max,2022-11-17 17:18:14,0.5542,True,2.3177950136538463,-0.20370001857251552,0.03669440129291348,2.437137512798137,False,0.7051707026897498,False
ingv,ECPN,mag,stack,2022-12-07 21:56:02,0.3732,True,1.8525031423018732,-0.5575625061096203,0.11355703947776499,0.7393345754914635,False,0.705098204885179,True
ingv,ECPN,mag,stack,2022-12-26 19:12:50,0.3707,False,2.2480862523635623,0.08437555339389835,0.10014924106175886,0.7292582387011283,False,0.6970366033025976,True
ingv,ECPN,mag,max,2022-12-31 14:50:04,0.6024,False,1.9826006473064124,-0.05128608687008107,0.12842133873714123,1.8266169813753343,False,0.6956829337263344,False
ingv,ECPN,mag,max,2023-02-16 12:51:19,0.6127,True,1.7129216241150234,-0.021147774530321684,0.10521559079334,1.8864093295075688,False,0.6863618808305629,False
ingv,ECPN,mag,stack,2022-12-05 08:21:57,0.3661,False,2.359766608801237,-0.7136844482281601,0.05142411545841633,1.5203677851331392,False,0.6697476279575746,False
ingv,ECPN,mag,max,2023-01-01 05:58:47,0.6311,True,1.8678083780078123,-0.37715618476737234,0.1876304133614231,1.7073966553485282,False,0.6612585840762999,False
ingv,ECPN,mag,max,2022-12-13 08:00:03,0.6003,False,2.3527352473032606,-0.6710527225135134,0.17842628793890383,2.016161265048742,False,0.6545456809823612,False
ingv,EEC1,mag,max,2022-11-27 19:57:43,0.6527,True,3.1487017949177623,-0.6849864950276232,0.15116920572498158,2.979749851987038,False,0.6518114774288859,False
ingv,EEC1,mag,max,2023-01-29 11:57:55,0.5114,False,2.229756462032058,1.547166481674763,0.1419943878315288,0.5912904315676575,False,0.6183344998221922,True
ingv,ECPN,mag,stack,2022-12-29 08:58:28,0.3738,True,1.4896422436527077,-0.9458658361377665,0.06425546410492056,1.135395309705176,False,0.6139023537886077,False
ingv,EEC1,mag,stack,2022-11-20 11:51:29,0.3233,False,2.82821664910963,0.1496749023800099,0.12389000282317521,0.6612160614179581,False,0.5839521788280178,True
ingv,ECPN,mag,max,2023-02-17 21:19:10,0.6741,True,1.545243891768399,-0.3952644779205259,0.19458648815155688,1.8126384768555484,False,0.5573943708402602,False
ingv,EEC1,mag,stack,2022-11-19 19:02:08,0.3605,True,2.3783514367270246,-0.6813775908409028,0.16002033859830267,0.8207452468314279,False,0.5384342632538512,True
ingv,EEC1,mag,stack,2023-01-30 11:26:27,0.3301,False,1.6959048894679105,0.18642643437248552,0.014357376272619146,0.8289258376602083,False,0.5383645943832274,True
ingv,EEC1,mag,stack,2022-12-11 10:56:11,0.3344,True,2.9521700916749762,0.31989770574423115,0.05166634540904994,1.248674745987483,False,0.5349314785744552,False
ingv,EEC1,mag,max,2023-01-04 19:06:22,0.5496,True,1.9107455294524653,1.9159201888209179,0.018759772169094868,1.3684627105694387,False,0.5315843102227396,False
ingv,EEC1,mag,max,2023-01-01 03:56:12,0.5695,True,1.7573289081172192,-0.35053367761171694,0.13496442041388812,1.733131397050849,False,0.5154620656154453,False
ingv,EEC1,mag,stack,2022-12-03 16:39:16,0.3305,True,3.6040379296530216,1.0822437007612864,0.020920672876543988,1.4512298429207489,False,0.5064836877218954,False
ingv,ECPN,mag,max,2022-12-06 23:49:38,0.6907,True,1.720698760842679,-0.4432944847695266,0.3230396170480084,1.1971858986233783,False,0.482204888331456,False
ingv,EEC1,mag,stack,2022-11-19 03:46:27,0.3598,True,2.084038292972843,-0.6195220109715027,0.07689329340189054,1.2370087571461839,False,0.4779893327608689,False
ingv,ECPN,mag,stack,2022-12-29 13:51:37,0.42,True,2.205173632451371,-0.6341579221187117,0.1605788620884432,1.0943930427213262,False,0.4725333041420532,False
ingv,EEC1,mag,max,2023-02-04 00:33:51,0.5205,False,3.2417592228236285,2.537873988199146,0.0368256863489132,1.5948530829048864,False,0.42562911528594916,False
ingv,ECPN,mag,stack,2023-01-03 22:38:17,0.4018,True,1.4323629197531598,-0.8248896160627885,0.0799137777013528,1.2631189382050143,False,0.38250167939443486,False
ingv,ECPN,mag,stack,2023-02-08 03:37:47,0.3665,False,1.9364200061985393,-0.4739353415248524,0.05065648903087492,1.3742465211868664,False,0.3754650518111423,False
ingv,ECPN,mag,stack,2022-12-19 04:59:59,0.3934,True,2.9670115688683985,-0.2371926153284618,0.11207534103226088,1.5788206372459646,False,0.3747864664964261,False
ingv,EEC1,mag,stack,2022-11-16 13:05:24,0.3188,False,2.354977312074584,-0.4897253175053762,0.09834480975081646,1.00812505111392,False,0.37361825586410474,False
ingv,ECPN,mag,stack,2022-12-26 17:58:14,0.3904,True,1.5051610540325826,-1.0834215517354422,0.1038520085134987,1.2128439153489354,False,0.36375588348943183,False
ingv,EEC1,mag,max,2022-11-18 10:01:54,0.5451,True,5.271297068378967,2.899721793557503,0.2711499532879917,1.146627286917167,False,0.35049315417486837,False
ingv,ECPN,mag,max,2022-12-22 17:41:21,0.6012,False,1.6328658067229702,-0.2963788062561252,0.24379827030087808,1.1864735129700588,False,0.34786460512907014,False
ingv,ECPN,mag,max,2022-12-25 15:48:42,0.6002,False,2.013560009262398,0.3201684162572276,0.21261722508381464,1.3103285249502163,False,0.343241487979577,False
ingv,EEC1,mag,max,2022-11-29 00:25:05,0.5395,True,1.0516723603201545,-0.7554014545986125,0.2178025566880732,0.9030078035212018,False,0.33950496916102624,True
ingv,ECPN,mag,max,2023-02-07 14:56:07,0.6265,True,1.9235566511381108,0.1847472708599054,0.134382439037775,2.0331550481212517,False,0.3321794630721434,False
ingv,ECPN,mag,stack,2023-02-17 06:12:32,0.3808,True,1.9672633472438912,-0.16194627854550037,0.04481462433380569,1.3948842296556965,False,0.32869448067381196,False
ingv,ECPN,mag,max,2022-12-18 11:03:49,0.6313,True,1.9719979434651587,0.07581731718677842,0.08316244375348925,2.5019620117569414,False,0.327816328582881,False
