dataset,station,sim,template,csv_path,meta_path,fs,n_samples
experiment,ECOR,sim3,template3,/home/owen/tilt_templates_csv/experiment/ECOR_sim3_template3_0p001-0p01Hz_tpl.csv,/home/owen/tilt_templates_csv/experiment/ECOR_sim3_template3_0p001-0p01Hz_tpl.meta.json,1.0,3334
experiment,ECOR,sim3,template4,/home/owen/tilt_templates_csv/experiment/ECOR_sim3_template4_0p001-0p01Hz_tpl.csv,/home/owen/tilt_templates_csv/experiment/ECOR_sim3_template4_0p001-0p01Hz_tpl.meta.json,1.0,10001
experiment,ECOR,sim4,template1,/home/owen/tilt_templates_csv/experiment/ECOR_sim4_template1_0p001-0p01Hz_tpl.csv,/home/owen/tilt_templates_csv/experiment/ECOR_sim4_template1_0p001-0p01Hz_tpl.meta.json,1.0,3333
experiment,ECOR,sim4,template2,/home/owen/tilt_templates_csv/experiment/ECOR_sim4_template2_0p001-0p01Hz_tpl.csv,/home/owen/tilt_templates_csv/experiment/ECOR_sim4_template2_0p001-0p01Hz_tpl.meta.json,1.0,3333
experiment,ECOR,sim4,template3,/home/owen/tilt_templates_csv/experiment/ECOR_sim4_template3_0p001-0p01Hz_tpl.csv,/home/owen/tilt_templates_csv/experiment/ECOR_sim4_template3_0p001-0p01Hz_tpl.meta.json,1.0,3334
experiment,ECOR,sim4,template4,/home/owen/tilt_templates_csv/experiment/ECOR_sim4_template4_0p001-0p01Hz_tpl.csv,/home/owen/tilt_templates_csv/experiment/ECOR_sim4_template4_0p001-0p01Hz_tpl.meta.json,1.0,10001
experiment,ECPN,sim1,template1,/home/owen/tilt_templates_csv/experiment/ECPN_sim1_template1_0p001-0p01Hz_tpl.csv,/home/owen/tilt_templates_csv/experiment/ECPN_sim1_template1_0p001-0p01Hz_tpl.meta.json,1.0,3333
experiment,ECPN,sim1,template2,/home/owen/tilt_templates_csv/experiment/ECPN_sim1_template2_0p001-0p01Hz_tpl.csv,/home/owen/tilt_templates_csv/experiment/ECPN_sim1_template2_0p001-0p01Hz_tpl.meta.json,1.0,3333
experiment,ECPN,sim1,template3,/home/owen/tilt_templates_csv/experiment/ECPN_sim1_template3_0p001-0p01Hz_tpl.csv,/home/owen/tilt_templates_csv/experiment/ECPN_sim1_template3_0p001-0p01Hz_tpl.meta.json,1.0,3334
experiment,ECPN,sim1,template4,/home/owen/tilt_templates_csv/experiment/ECPN_sim1_template4_0p001-0p01Hz_tpl.csv,/home/owen/tilt_templates_csv/experiment/ECPN_sim1_template4_0p001-0p01Hz_tpl.meta.json,1.0,10001
experiment,ECPN,sim2,template1,/home/owen/tilt_templates_csv/experiment/ECPN_sim2_template1_0p001-0p01Hz_tpl.csv,/home/owen/tilt_templates_csv/experiment/ECPN_sim2_template1_0p001-0p01Hz_tpl.meta.json,1.0,3333
experiment,ECPN,sim2,template2,/home/owen/tilt_templates_csv/experiment/ECPN_sim2_template2_0p001-0p01Hz_tpl.csv,/home/owen/tilt_templates_csv/experiment/ECPN_sim2_template2_0p001-0p01Hz_tpl.meta.json,1.0,3333
experiment,ECPN,sim2,template3,/home/owen/tilt_templates_csv/experiment/ECPN_sim2_template3_0p001-0p01Hz_tpl.csv,/home/owen/tilt_templates_csv/experiment/ECPN_sim2_template3_0p001-0p01Hz_tpl.meta.json,1.0,3334
experiment,ECPN,sim2,template4,/home/owen/tilt_templates_csv/experiment/ECPN_sim2_template4_0p001-0p01Hz_tpl.csv,/home/owen/tilt_templates_csv/experiment/ECPN_sim2_template4_0p001-0p01Hz_tpl.meta.json,1.0,10001
experiment,ECPN,sim3,template1,/home/owen/tilt_templates_csv/experiment/ECPN_sim3_template1_0p001-0p01Hz_tpl.csv,/home/owen/tilt_templates_csv/experiment/ECPN_sim3_template1_0p001-0p01Hz_tpl.meta.json,1.0,3333
experiment,ECPN,sim3,template2,/home/owen/tilt_templates_csv/experiment/ECPN_sim3_template2_0p001-0p01Hz_tpl.csv,/home/owen/tilt_templates_csv/experiment/ECPN_sim3_template2_0p001-0p01Hz_tpl.meta.json,1.0,3333
experiment,ECPN,sim3,template3,/home/owen/tilt_templates_csv/experiment/ECPN_sim3_template3_0p001-0p01Hz_tpl.csv,/home/owen/tilt_templates_csv/experiment/ECPN_sim3_template3_0p001-0p01Hz_tpl.meta.json,1.0,3334
experiment,ECPN,sim3,template4,/home/owen/tilt_templates_csv/experiment/ECPN_sim3_template4_0p001-0p01Hz_tpl.csv,/home/owen/tilt_templates_csv/experiment/ECPN_sim3_template4_0p001-0p01Hz_tpl.meta.json,1.0,10001
experiment,ECPN,sim4,template1,/home/owen/tilt_templates_csv/experiment/ECPN_sim4_template1_0p001-0p01Hz_tpl.csv,/home/owen/tilt_templates_csv/experiment/ECPN_sim4_template1_0p001-0p01Hz_tpl.meta.json,1.0,3333
experiment,ECPN,sim4,template2,/home/owen/tilt_templates_csv/experiment/ECPN_sim4_template2_0p001-0p01Hz_tpl.csv,/home/owen/tilt_templates_csv/experiment/ECPN_sim4_template2_0p001-0p01Hz_tpl.meta.json,1.0,3333
experiment,ECPN,sim4,template3,/home/owen/tilt_templates_csv/experiment/ECPN_sim4_template3_0p001-0p01Hz_tpl.csv,/home/owen/tilt_templates_csv/experiment/ECPN_sim4_template3_0p001-0p01Hz_tpl.meta.json,1.0,3334
experiment,ECPN,sim4,template4,/home/owen/tilt_templates_csv/experiment/ECPN_sim4_template4_0p001-0p01Hz_tpl.csv,/home/owen/tilt_templates_csv/experiment/ECPN_sim4_template4_0p001-0p01Hz_tpl.meta.json,1.0,10001
experiment,EMAS,sim1,template1,/home/owen/tilt_templates_csv/experiment/EMAS_sim1_template1_0p001-0p01Hz_tpl.csv,/home/owen/tilt_templates_csv/experiment/EMAS_sim1_template1_0p001-0p01Hz_tpl.meta.json,1.0,3333
experiment,EMAS,sim1,template2,/home/owen/tilt_templates_csv/experiment/EMAS_sim1_template2_0p001-0p01Hz_tpl.csv,/home/owen/tilt_templates_csv/experiment/EMAS_sim1_template2_0p001-0p01Hz_tpl.meta.json,1.0,3333
experiment,EMAS,sim1,template3,/home/owen/tilt_templates_csv/experiment/EMAS_sim1_template3_0p001-0p01Hz_tpl.csv,/home/owen/tilt_templates_csv/experiment/EMAS_sim1_template3_0p001-0p01Hz_tpl.meta.json,1.0,3334
experiment,EMAS,sim1,template4,/home/owen/tilt_templates_csv/experiment/EMAS_sim1_template4_0p001-0p01Hz_tpl.csv,/home/owen/tilt_templates_csv/experiment/EMAS_sim1_template4_0p001-0p01Hz_tpl.meta.json,1.0,10001
experiment,EMAS,sim2,template1,/home/owen/tilt_templates_csv/experiment/EMAS_sim2_template1_0p001-0p01Hz_tpl.csv,/home/owen/tilt_templates_csv/experiment/EMAS_sim2_template1_0p001-0p01Hz_tpl.meta.json,1.0,3333
experiment,EMAS,sim2,template2,/home/owen/tilt_templates_csv/experiment/EMAS_sim2_template2_0p001-0p01Hz_tpl.csv,/home/owen/tilt_templates_csv/experiment/EMAS_sim2_template2_0p001-0p01Hz_tpl.meta.json,1.0,3333
experiment,EMAS,sim2,template3,/home/owen/tilt_templates_csv/experiment/EMAS_sim2_template3_0p001-0p01Hz_tpl.csv,/home/owen/tilt_templates_csv/experiment/EMAS_sim2_template3_0p001-0p01Hz_tpl.meta.json,1.0,3334
experiment,EMAS,sim2,template4,/home/owen/tilt_templates_csv/experiment/EMAS_sim2_template4_0p001-0p01Hz_tpl.csv,/home/owen/tilt_templates_csv/experiment/EMAS_sim2_template4_0p001-0p01Hz_tpl.meta.json,1.0,10001
experiment,EMAS,sim3,template1,/home/owen/tilt_templates_csv/experiment/EMAS_sim3_template1_0p001-0p01Hz_tpl.csv,/home/owen/tilt_templates_csv/experiment/EMAS_sim3_template1_0p001-0p01Hz_tpl.meta.json,1.0,3333
experiment,EMAS,sim3,template2,/home/owen/tilt_templates_csv/experiment/EMAS_sim3_template2_0p001-0p01Hz_tpl.csv,/home/owen/tilt_templates_csv/experiment/EMAS_sim3_template2_0p001-0p01Hz_tpl.meta.json,1.0,3333
experiment,EMAS,sim3,template3,/home/owen/tilt_templates_csv/experiment/EMAS_sim3_template3_0p001-0p01Hz_tpl.csv,/home/owen/tilt_templates_csv/experiment/EMAS_sim3_template3_0p001-0p01Hz_tpl.meta.json,1.0,3334
experiment,EMAS,sim3,template4,/home/owen/tilt_templates_csv/experiment/EMAS_sim3_template4_0p001-0p01Hz_tpl.csv,/home/owen/tilt_templates_csv/experiment/EMAS_sim3_template4_0p001-0p01Hz_tpl.meta.json,1.0,10001
experiment,EMAS,sim4,template1,/home/owen/tilt_templates_csv/experiment/EMAS_sim4_template1_0p001-0p01Hz_tpl.csv,/home/owen/tilt_templates_csv/experiment/EMAS_sim4_template1_0p001-0p01Hz_tpl.meta.json,1.0,3333
experiment,EMAS,sim4,template2,/home/owen/tilt_templates_csv/experiment/EMAS_sim4_template2_0p001-0p01Hz_tpl.csv,/home/owen/tilt_templates_csv/experiment/EMAS_sim4_template2_0p001-0p01Hz_tpl.meta.json,1.0,3333
experiment,EMAS,sim4,template3,/home/owen/tilt_templates_csv/experiment/EMAS_sim4_template3_0p001-0p01Hz_tpl.csv,/home/owen/tilt_templates_csv/experiment/EMAS_sim4_template3_0p001-0p01Hz_tpl.meta.json,1.0,3334
experiment,EMAS,sim4,template4,/home/owen/tilt_templates_csv/experiment/EMAS_sim4_template4_0p001-0p01Hz_tpl.csv,/home/owen/tilt_templates_csv/experiment/EMAS_sim4_template4_0p001-0p01Hz_tpl.meta.json,1.0,10001
ingv,EC1,sim1,template1,/home/owen/tilt_templates_csv/ingv/EC1_sim1_template1_0p001-0p01Hz_tpl.csv,/home/owen/tilt_templates_csv/ingv/EC1_sim1_template1_0p001-0p01Hz_tpl.meta.json,1.0,3333
ingv,EC1,sim1,template2,/home/owen/tilt_templates_csv/ingv/EC1_sim1_template2_0p001-0p01Hz_tpl.csv,/home/owen/tilt_templates_csv/ingv/EC1_sim1_template2_0p001-0p01Hz_tpl.meta.json,1.0,3333
ingv,EC1,sim1,template3,/home/owen/tilt_templates_csv/ingv/EC1_sim1_template3_0p001-0p01Hz_tpl.csv,/home/owen/tilt_templates_csv/ingv/EC1_sim1_template3_0p001-0p01Hz_tpl.meta.json,1.0,3334
ingv,EC1,sim1,template4,/home/owen/tilt_templates_csv/ingv/EC1_sim1_template4_0p001-0p01Hz_tpl.csv,/home/owen/tilt_templates_csv/ingv/EC1_sim1_template4_0p001-0p01Hz_tpl.meta.json,1.0,10001
ingv,EC1,sim2,template1,/home/owen/tilt_templates_csv/ingv/EC1_sim2_template1_0p001-0p01Hz_tpl.csv,/home/owen/tilt_templates_csv/ingv/EC1_sim2_template1_0p001-0p01Hz_tpl.meta.json,1.0,3333
ingv,EC1,sim2,template2,/home/owen/tilt_templates_csv/ingv/EC1_sim2_template2_0p001-0p01Hz_tpl.csv,/home/owen/tilt_templates_csv/ingv/EC1_sim2_template2_0p001-0p01Hz_tpl.meta.json,1.0,3333
ingv,EC1,sim2,template3,/home/owen/tilt_templates_csv/ingv/EC1_sim2_template3_0p001-0p01Hz_tpl.csv,/home/owen/tilt_templates_csv/ingv/EC1_sim2_template3_0p001-0p01Hz_tpl.meta.json,1.0,3334
ingv,EC1,sim2,template4,/home/owen/tilt_templates_csv/ingv/EC1_sim2_template4_0p001-0p01Hz_tpl.csv,/home/owen/tilt_templates_csv/ingv/EC1_sim2_template4_0p001-0p01Hz_tpl.meta.json,1.0,10001
ingv,EC1,sim3,template1,/home/owen/tilt_templates_csv/ingv/EC1_sim3_template1_0p001-0p01Hz_tpl.csv,/home/owen/tilt_templates_csv/ingv/EC1_sim3_template1_0p001-0p01Hz_tpl.meta.json,1.0,3333
ingv,EC1,sim3,template2,/home/owen/tilt_templates_csv/ingv/EC1_sim3_template2_0p001-0p01Hz_tpl.csv,/home/owen/tilt_templates_csv/ingv/EC1_sim3_template2_0p001-0p01Hz_tpl.meta.json,1.0,3333
ingv,EC1,sim3,template3,/home/owen/tilt_templates_csv/ingv/EC1_sim3_template3_0p001-0p01Hz_tpl.csv,/home/owen/tilt_templates_csv/ingv/EC1_sim3_template3_0p001-0p01Hz_tpl.meta.json,1.0,3334
ingv,EC1,sim3,template4,/home/owen/tilt_templates_csv/ingv/EC1_sim3_template4_0p001-0p01Hz_tpl.csv,/home/owen/tilt_templates_csv/ingv/EC1_sim3_template4_0p001-0p01Hz_tpl.meta.json,1.0,10001
ingv,EC1,sim4,template1,/home/owen/tilt_templates_csv/ingv/EC1_sim4_template1_0p001-0p01Hz_tpl.csv,/home/owen/tilt_templates_csv/ingv/EC1_sim4_template1_0p001-0p01Hz_tpl.meta.json,1.0,3333
ingv,EC1,sim4,template2,/home/owen/tilt_templates_csv/ingv/EC1_sim4_template2_0p001-0p01Hz_tpl.csv,/home/owen/tilt_templates_csv/ingv/EC1_sim4_template2_0p001-0p01Hz_tpl.meta.json,1.0,3333
ingv,EC1,sim4,template3,/home/owen/tilt_templates_csv/ingv/EC1_sim4_template3_0p001-0p01Hz_tpl.csv,/home/owen/tilt_templates_csv/ingv/EC1_sim4_template3_0p001-0p01Hz_tpl.meta.json,1.0,3334
ingv,EC1,sim4,template4,/home/owen/tilt_templates_csv/ingv/EC1_sim4_template4_0p001-0p01Hz_tpl.csv,/home/owen/tilt_templates_csv/ingv/EC1_sim4_template4_0p001-0p01Hz_tpl.meta.json,1.0,10001
ingv,EC10,sim1,template1,/home/owen/tilt_templates_csv/ingv/EC10_sim1_template1_0p001-0p01Hz_tpl.csv,/home/owen/tilt_templates_csv/ingv/EC10_sim1_template1_0p001-0p01Hz_tpl.meta.json,1.0,3333
ingv,EC10,sim1,template2,/home/owen/tilt_templates_csv/ingv/EC10_sim1_template2_0p001-0p01Hz_tpl.csv,/home/owen/tilt_templates_csv/ingv/EC10_sim1_template2_0p001-0p01Hz_tpl.meta.json,1.0,3333
ingv,EC10,sim1,template3,/home/owen/tilt_templates_csv/ingv/EC10_sim1_template3_0p001-0p01Hz_tpl.csv,/home/owen/tilt_templates_csv/ingv/EC10_sim1_template3_0p001-0p01Hz_tpl.meta.json,1.0,3334
ingv,EC10,sim1,template4,/home/owen/tilt_templates_csv/ingv/EC10_sim1_template4_0p001-0p01Hz_tpl.csv,/home/owen/tilt_templates_csv/ingv/EC10_sim1_template4_0p001-0p01Hz_tpl.meta.json,1.0,10001
ingv,EC10,sim2,template1,/home/owen/tilt_templates_csv/ingv/EC10_sim2_template1_0p001-0p01Hz_tpl.csv,/home/owen/tilt_templates_csv/ingv/EC10_sim2_template1_0p001-0p01Hz_tpl.meta.json,1.0,3333
ingv,EC10,sim2,template2,/home/owen/tilt_templates_csv/ingv/EC10_sim2_template2_0p001-0p01Hz_tpl.csv,/home/owen/tilt_templates_csv/ingv/EC10_sim2_template2_0p001-0p01Hz_tpl.meta.json,1.0,3333
ingv,EC10,sim2,template3,/home/owen/tilt_templates_csv/ingv/EC10_sim2_template3_0p001-0p01Hz_tpl.csv,/home/owen/tilt_templates_csv/ingv/EC10_sim2_template3_0p001-0p01Hz_tpl.meta.json,1.0,3334
ingv,EC10,sim2,template4,/home/owen/tilt_templates_csv/ingv/EC10_sim2_template4_0p001-0p01Hz_tpl.csv,/home/owen/tilt_templates_csv/ingv/EC10_sim2_template4_0p001-0p01Hz_tpl.meta.json,1.0,10001
ingv,EC10,sim3,template1,/home/owen/tilt_templates_csv/ingv/EC10_sim3_template1_0p001-0p01Hz_tpl.csv,/home/owen/tilt_templates_csv/ingv/EC10_sim3_template1_0p001-0p01Hz_tpl.meta.json,1.0,3333
ingv,EC10,sim3,template2,/home/owen/tilt_templates_csv/ingv/EC10_sim3_template2_0p001-0p01Hz_tpl.csv,/home/owen/tilt_templates_csv/ingv/EC10_sim3_template2_0p001-0p01Hz_tpl.meta.json,1.0,3333
ingv,EC10,sim3,template3,/home/owen/tilt_templates_csv/ingv/EC10_sim3_template3_0p001-0p01Hz_tpl.csv,/home/owen/tilt_templates_csv/ingv/EC10_sim3_template3_0p001-0p01Hz_tpl.meta.json,1.0,3334
ingv,EC10,sim3,template4,/home/owen/tilt_templates_csv/ingv/EC10_sim3_template4_0p001-0p01Hz_tpl.csv,/home/owen/tilt_templates_csv/ingv/EC10_sim3_template4_0p001-0p01Hz_tpl.meta.json,1.0,10001
ingv,EC10,sim4,template1,/home/owen/tilt_templates_csv/ingv/EC10_sim4_template1_0p001-0p01Hz_tpl.csv,/home/owen/tilt_templates_csv/ingv/EC10_sim4_template1_0p001-0p01Hz_tpl.meta.json,1.0,3333
ingv,EC10,sim4,template2,/home/owen/tilt_templates_csv/ingv/EC10_sim4_template2_0p001-0p01Hz_tpl.csv,/home/owen/tilt_templates_csv/ingv/EC10_sim4_template2_0p001-0p01Hz_tpl.meta.json,1.0,3333
ingv,EC10,sim4,template3,/home/owen/tilt_templates_csv/ingv/EC10_sim4_template3_0p001-0p01Hz_tpl.csv,/home/owen/tilt_templates_csv/ingv/EC10_sim4_template3_0p001-0p01Hz_tpl.meta.json,1.0,3334
ingv,EC10,sim4,template4,/home/owen/tilt_templates_csv/ingv/EC10_sim4_template4_0p001-0p01Hz_tpl.csv,/home/owen/tilt_templates_csv/ingv/EC10_sim4_template4_0p001-0p01Hz_tpl.meta.json,1.0,10001
ingv,ECIT,sim1,template1,/home/owen/tilt_templates_csv/ingv/ECIT_sim1_template1_0p001-0p01Hz_tpl.csv,/home/owen/tilt_templates_csv/ingv/ECIT_sim1_template1_0p001-0p01Hz_tpl.meta.json,1.0,3333
ingv,ECIT,sim1,template2,/home/owen/tilt_templates_csv/ingv/ECIT_sim1_template2_0p001-0p01Hz_tpl.csv,/home/owen/tilt_templates_csv/ingv/ECIT_sim1_template2_0p001-0p01Hz_tpl.meta.json,1.0,3333
ingv,ECIT,sim1,template3,/home/owen/tilt_templates_csv/ingv/ECIT_sim1_template3_0p001-0p01Hz_tpl.csv,/home/owen/tilt_templates_csv/ingv/ECIT_sim1_template3_0p001-0p01Hz_tpl.meta.json,1.0,3334
ingv,ECIT,sim1,template4,/home/owen/tilt_templates_csv/ingv/ECIT_sim1_template4_0p001-0p01Hz_tpl.csv,/home/owen/tilt_templates_csv/ingv/ECIT_sim1_template4_0p001-0p01Hz_tpl.meta.json,1.0,10001
ingv,ECIT,sim2,template1,/home/owen/tilt_templates_csv/ingv/ECIT_sim2_template1_0p001-0p01Hz_tpl.csv,/home/owen/tilt_templates_csv/ingv/ECIT_sim2_template1_0p001-0p01Hz_tpl.meta.json,1.0,3333
ingv,ECIT,sim2,template2,/home/owen/tilt_templates_csv/ingv/ECIT_sim2_template2_0p001-0p01Hz_tpl.csv,/home/owen/tilt_templates_csv/ingv/ECIT_sim2_template2_0p001-0p01Hz_tpl.meta.json,1.0,3333
ingv,ECIT,sim2,template3,/home/owen/tilt_templates_csv/ingv/ECIT_sim2_template3_0p001-0p01Hz_tpl.csv,/home/owen/tilt_templates_csv/ingv/ECIT_sim2_template3_0p001-0p01Hz_tpl.meta.json,1.0,3334
ingv,ECIT,sim2,template4,/home/owen/tilt_templates_csv/ingv/ECIT_sim2_template4_0p001-0p01Hz_tpl.csv,/home/owen/tilt_templates_csv/ingv/ECIT_sim2_template4_0p001-0p01Hz_tpl.meta.json,1.0,10001
ingv,ECIT,sim3,template1,/home/owen/tilt_templates_csv/ingv/ECIT_sim3_template1_0p001-0p01Hz_tpl.csv,/home/owen/tilt_templates_csv/ingv/ECIT_sim3_template1_0p001-0p01Hz_tpl.meta.json,1.0,3333
ingv,ECIT,sim3,template2,/home/owen/tilt_templates_csv/ingv/ECIT_sim3_template2_0p001-0p01Hz_tpl.csv,/home/owen/tilt_templates_csv/ingv/ECIT_sim3_template2_0p001-0p01Hz_tpl.meta.json,1.0,3333
ingv,ECIT,sim3,template3,/home/owen/tilt_templates_csv/ingv/ECIT_sim3_template3_0p001-0p01Hz_tpl.csv,/home/owen/tilt_templates_csv/ingv/ECIT_sim3_template3_0p001-0p01Hz_tpl.meta.json,1.0,3334
ingv,ECIT,sim3,template4,/home/owen/tilt_templates_csv/ingv/ECIT_sim3_template4_0p001-0p01Hz_tpl.csv,/home/owen/tilt_templates_csv/ingv/ECIT_sim3_template4_0p001-0p01Hz_tpl.meta.json,1.0,10001
ingv,ECIT,sim4,template1,/home/owen/tilt_templates_csv/ingv/ECIT_sim4_template1_0p001-0p01Hz_tpl.csv,/home/owen/tilt_templates_csv/ingv/ECIT_sim4_template1_0p001-0p01Hz_tpl.meta.json,1.0,3333
ingv,ECIT,sim4,template2,/home/owen/tilt_templates_csv/ingv/ECIT_sim4_template2_0p001-0p01Hz_tpl.csv,/home/owen/tilt_templates_csv/ingv/ECIT_sim4_template2_0p001-0p01Hz_tpl.meta.json,1.0,3333
